id,text,Negative,Neutral,Positive,Uncivil
478,There's no doubt your contributions are greatly appreciated,0,0,1,0
28,I am grateful to Angular for making me grow as a developer.,0,0,1,0
405,"There's a lot being discussed here, and i likely missed it.",0,0,1,0
1004,feel free to point out what I said that was even remotely an attack on *anyone* or an assumption of motivations?,0,0,1,0
1296,I do applaud that! 🎉 I like ambitious goals.,0,0,1,0
348,"We are talking about open source projects, there should be a common philosophy, not a competition for those who have the biggest issue counter.",0,0,1,0
892,"Lerna team, thank you for taking a stand 👏🏼👏🏼👏🏼",0,0,1,0
514,We are very interested to better understand your scenarios where WCF server side functionality is required.,0,0,1,0
1274,I really appreciate your  cooperation.,0,0,1,0
1190,I think you have a legitimate concern and I'm sorry if you feel like I'm ignoring you.,0,0,1,0
214,It is possible that moving the files to third_party is not ideal but it does provide us a clean separation of the hosts that the Dart team ships periodically as install ready binaries in a SDK vs other hosts.,0,0,1,0
25,"I feel your points. They burn us, too.",0,0,1,0
529,"That is the reason why I enjoy WCF so much, and really would love to see support for server side WCF in .NET Core, rather sooner than later.",0,0,1,0
1301,"Thank you so much for your hard work in making a fantastic, easy-to-use, and solid linter.",0,0,1,0
796,"Microsoft beat you to it, with their new Edge browser. And to be honest, I love it MORE than Chrome now!! It's awesome!!!!!!!!!!!!!!!!!!!!",0,0,1,0
929,"Thanks for taking the time to explain this stuff Bryan, it's given me a much better idea of how it all hangs together and the things you have to think about when working on the agents.",0,0,1,0
1025,I appreciate you expressing your discontent here. It’s the only way we can really learn how our community feels.,0,0,1,0
218,I'm not the guy who can actually judge what you're doing and why,0,0,1,0
573,"Indeed, that shows my attitude about racial discrimination and mercy about people who suffer from brutality all around the world.",0,0,1,0
54,"If I were evaluating this issue, I wouldn't care how many people interpret `ng-repeat` the way I intended, I'm interested in how many people interpret `ng-repeat` the way I *didn't* intend.",0,0,1,0
387,I certain see how it can be a bug.,0,0,1,0
537,It's possible you misunderstood the comment.,0,0,1,0
84,clearly you are feeling frustrated and angry right now. I can understand how that can happen.,0,0,1,0
605,"I'm grateful to the Flutter developers for their work on Flutter, and for making it available for free.",0,0,1,0
1272,I am very new in scikit-learn.,0,0,1,0
694,"I'm happy to keep the discussion going, so don't take this as a negative sign.",0,0,1,0
1250,I appreciate the effort the node-api team put into making the changes. It's a good change.,0,0,1,0
108,"I read some thoughtful and reasonable responses in this thread, and I understand how everyone has their point of view.",0,0,1,0
575,"Sorry to hear that, but what is causing here an issue for you?",0,0,1,0
20,I'm so thankful that Angular took it's giant leaps and they make sense to me now and I wouldn't do REACT or any things else but Angular.,0,0,1,0
58,Let us take some time to consider your request and respond in a mindful way.,0,0,1,0
1243,Thank you for acknowledging what my point really is.,0,0,1,0
1278,"we understand your eagerness to solve your problem, and your frustration when it is not solved.",0,0,1,0
408,"However, this really is a space where potential changes risk very bad outcomes for many groups.",0,0,1,0
205,I understand your frustration at the delay in getting this in.,0,0,1,0
1096,Also is that a natural snow icon or a fake snow icon?,0,0,0,1
1102,"I am with you guys- the one **TROLL** that offended many, many people got his wish fulfilled. Only ONE person wanted this ridiculous change and you are just ignoring so many requests to bring back what was deleted. Shame on you, shame.",0,0,0,1
679,what consoles and what modes? (did you actually read the ''To Reproduce'' ????? i have the feeling you didnt),0,0,0,1
1240,"Not only is your comment extremely insulting to the work my team is doing, you keep going and rambling ""we caAaAn't truUust theEem theEey're the deviIil in disguiIise"".",0,0,0,1
156,I can submit the bug elsewhere but do you really mean to suggest that I need to know about HPLIP and cups-filters to understand why three different tools process the options I've set (using your software) in three different ways?,0,0,0,1
737,you keep bringing it back to advocating for breaking compatibility in the language design as if this was the same level of implication.,0,0,0,1
521,"If you don't like it, don't use it!!!",0,0,0,1
275,"It should not be about believing or feeling ... It is not technical terms, there is should be Mind Map - what this feature will provide and allow to achieve ...",0,0,0,1
524,"So, if this way of doing things is so terrible tell me why, don't just talk smack. Facts, Proof, Scientific Method...",0,0,0,1
292,What C++ and/or Swift do isn't part of our decision making process for C#.,0,0,0,1
249,WTF?,0,0,0,1
1218,Well great let me just ship your computer around so everyone can use it.,0,0,0,1
1030,"Now: it seems like the discussion here _has_ reached its terminus, so there isn’t value in leaving it unlocked for angry people to get their digs in.",0,0,0,1
762,It is ridiculously funny not having a password lock for the most sensible information inside the phone that leads to basically unlocking all of your secure accounts.,0,0,0,1
1267,Yesterday i spent hours looking into Salt code and patching it along your suggestions.,0,0,0,1
973,"If you want to continue to make mean and unhelpful assumptions and remarks, go ahead, but then we can just close down this whole thread as well.",0,0,0,1
443,Teams prioritizing things different from you is not negligence.,0,0,0,1
1199,It's excruciatingly abrasive and dickish and impedes fostering a community that actually wants to contribute to a project.,0,0,0,1
1099,If I see that on the VS code I feel physically hurt.,0,0,0,1
1217,In other words you want someone else to do the work for you 🙄,0,0,0,1
601,may I remind you of the code of conduct of this repository which strongly encourages a kind behaviour?,0,0,0,1
501,"Nobody appreciates random/out of context quoting, straightforward answer avoidance, jumping to conclusions and whatnot.",0,0,0,1
451,"I don't have time.  Nor really for this pointless discussion, although I hope you got something out of it at least.",0,0,0,1
656,"So, let's put it straight, with the largest, boldest letters: **THIS IS NOT A FLUTTER ISSUE, There is no Flutter solution or workaround and never will be.**",0,0,0,1
458,"My personal opinion is that your behavior appears to be unethical, inappropriate, and unprofessional, and it does not belong in any GitHub repository linked with Microsoft.",0,0,0,1
335,"Imagine trying to put up a façade with ms❤️linux, then turning stuff into a dick size competition with repo stars and other stats because you know you messed up and don't want to admit it lmfao",0,0,0,1
269,Everything you guys put your hands on sucks!,0,0,0,1
24,"You either consume it all OR you will be ""wingin' it"" and fighting the current of how things actually work versus how you want them to work.",0,0,0,1
949,Because everybody today is speaking on the Net about a Windows Calculator with telemetry inside. I didn't believe even that was possible and... yes.,0,0,0,1
1172,We demand apologies from @microsoft and that the Hat be back!,0,0,0,1
835,"Now if it's to criticize the code without proper understanding of the technical and social reason of why it is the way it is, and bring XDG zealotry into the mix, I'm even less likely to make an effort.",0,0,0,1
37,"This issue doesn't provide the steps to reproduce, or the exact expectation you're looking for with the example provided.",0,0,0,1
298,"Whether you did
that or not is entirely up to you, but please stop moaning here, as you
have been politely asked to do multiple times...",0,0,0,1
277,"If you want to talk about it further, do so where you have been asked to
go.",0,0,0,1
1132,User Christian-Schiffer that created such awful request offended many users and Microsoft just standing there like nothing happened.,0,0,0,1
915,So for all this grandstanding you're doing -- why not delete your GitHub account...seriously -- MS will own GitHub soon. Also -- change your OS from Windows -- if you use that...,0,0,0,1
332,"How can you seriously accuse others of like, thinking in this old ""it's a big evil company"" way (which nobody really has), while yourself being extremely off-putting towards the open-source community? It makes no sense...",0,0,0,1
919,"Unintended breaking changes happen, but blaming it on the consumers is not an appropriate response.",0,0,0,1
477,As such I don't care about what the code of conduct says because anyway I don't plan to contribute more work to this OSS project.,0,0,0,1
623,"you are mixing everything I say and this conversation is going nowhere. In legal terms you are ""Badgering the witness"".",0,0,0,1
401,"i am out of here, and I will be advocating in my company to drop Visual Studio licensing.",0,0,0,1
129,Why is this issue still assigned to the `2.5 milestone` when `ansible 2.5` is already release a long time ago ?,0,0,0,1
500,"We can't have other contributors stop engaging with us because of your behavior. While your contributions are valued, they don't warrant losing other contributors as collateral damage.",0,0,0,1
761,You got us. It's a joke.,0,0,0,1
1091,"You're not my dad, I can use everything I like / dislike!",0,0,0,1
1033,you have not actually commented here regarding the problem or the intention to fix it.,0,0,0,1
730,"I am **once again**, going to explain how the frame property works within the engine: you select a frame, which is numbered from left to right, then from top to bottom.",0,0,0,1
616,It is just shows up the whole Google company style - quantity over quality.,0,0,0,1
658,"Flutter team, PLEASE INVESTIGATE THIS ISSUE PROPERLY!",0,0,0,1
648,whats the problem to answer this question?,0,0,0,1
960,You really need to take a step back and consider how you present yourself publicly.,0,0,0,1
564,"to be honest, this response is borderline unacceptable and I don't even know what to reply. Wow.",0,0,0,1
430,How about not commenting before understanding what you read?,0,0,0,1
322,so you like this cute little side project... but let's be honest here when it comes to being a serious project it's not one.,0,0,0,1
1060,your attitude here makes my day measurably worse.,0,0,0,1
702,"Whether it was a mistake or not is not decided by you, but the community as a whole.",0,0,0,1
132,"Please guys, this issue has been open for almost 2 years now and for people who really use ansible-vault, this is a major pain the butt.",0,0,0,1
991,Why don't you develop your own terminal instead of asking like you are the CEO of Microsoft?,0,0,0,1
535,This is the worst piece of advice anyone can give.,0,0,0,1
847,"We're not contractually obligated to work on every bug and answer every question, seeing as we simply don't have enough resources.",0,0,0,1
831,The third silly thing is that you're acting like IPython doesn't have any changes that break some pieces of code or tutorials out there.,0,0,0,1
1036,"Seeing this issue as well, its very annoying.",0,0,0,1
1230,How is this offtopic? Please stop bringing politics into development world. That's just mindblowingly silly.,0,0,0,1
1062,"I've asked you to do this once already and am not going to ask a third time - if you continue to be combative to people just trying to help, we'll be asking you to discontinue your engagement on the issue tracker.",0,0,0,1
907,"@benwiley4000 Calls for civility are perfectly apt after an issue like this. Suggesting that asking people to ""be nice"" is an attempt at ending discussion is one of the strangest stretches I've ever heard. As someone that called maintainers cowards for reverting the changes and removing Jamie, I can get a strong sense of why you'd argue that point, however.",0,0,0,1
578,"Great attitude @janpio, especially as a _fastlane_ collaborator. Why not say it in here publicly?",0,0,0,1
678,i dint yet started the insults. its called personal observation. look it up.,0,0,0,1
1232,What is the next requirement OpenJS will ask for? To remove the **test** directory to avoid similarity with **test**icles?,0,0,0,1
686,you @slandelle do not care.,0,0,0,1
419,"I hope by now you are noticing a pattern, because the same kind of discussion is going on here as well.",0,0,0,1
487,Working for fun doesn't imply that you get to do whatever you want and that there are no consequences.,0,0,0,1
190,"You need to reopen this one too, because, inconvenient or not, autoupdate checks are also an inadvertent form of telemetry *whether the project uses them for the purpose or not*.",0,0,0,1
649,I don't even understand what the problem is and you don't seem to be interested to explain it.,0,0,0,1
540,Berating them to move to REST when it's impossible for them is neither clever nor helpful.,0,0,0,1
355,So a project has value based on open issues?,0,0,0,1
963,"And funny, but NOT A SINGLE ANSWER were given by... hm... ""professionals"".",0,0,0,1
610,"When you solve this issue(instead of provide workaround) Flutter will be best SaaS decision in the world, even for iOS users!",0,0,0,1
812,you are showing how unappreciative and ignorant you can be.,0,0,0,1
324,Ok let's look at kde... there are 10 open issues... are you seriously going to tell me that a serious cross platform framework has 10 open issues... that's not realistic in any shape way or form. So again your complaints are just being ridiculous.,0,0,0,1
1242,"I find this behavior ridiculous, entitled, and generally not up to the standard our community should strive for.",0,0,0,1
1085,ou're wasting a lot of our time slandering our competence,0,0,0,1
809,"i can't believe you guys, this is completely irresponsible. and don't tell me you needed to do this to support property conventions, you didn't.",0,0,0,1
807,why the hell you break my code programmed against gradle 4.10 in the **very first** release after that???,0,0,0,1
1252,The only negative opinions I get are from trolls or people who need an excuse for why they suck at the game.,0,0,0,1
289,"You are
acting like a petulant child, so I ask once again, if you're not willing to
follow Cyrus' suggestion to move this discussion, PLEASE STOP!",0,0,0,1
125,"Enough is enough already, rather than people getting offended by a word that is not offensive in this context,",0,0,0,1
323,Your attitude is as if Microsoft is being some big evil corporation.,0,0,0,1
906,"If you want to restrict who can use lerna, then lerna can no longer be called free; it will be proprietary.",0,0,0,1
554,"When you do post a complaint, you'll maximize your chances of getting what you want by avoiding incendiary language like ""absolutely unacceptable"", ""screaming"", ""atrocious"", ""carelessly"", and ""doesn't understand"".",0,0,0,1
780,So as long as everyone reads through at least the first 39 pages of the Unicode standard then there shouldn't be any problem.,0,0,0,1
634,"It is obvious to me that you are not very experienced with JSX, you really don't understand how it works.",0,0,0,1
765,"Also, your explanation still makes zero sense ""It's just re-identify the id if change"" isn't even a proper sentence.",0,0,0,1
188,"It just shouldn't use the network *before the user has given it permission*, because otherwise it is a **data leak**.",0,0,0,1
934,I don't respect people who want to collect my PRIVATE data with software.,0,0,0,1
673,now i have the feeling you didn't read anything at all.,0,0,0,1
494,"Feel free to continue to go down this path, the only thing you'll achieve is to dig the hole deeper.",0,0,0,1
675,or you just assume that if it works for you work for absolutely everyone?,0,0,0,1
876,you should learn how to use Git with clear&clean commit history.,0,0,0,1
99,"You know what, the white ""A"" in the Angular logo is all of a sudden making me feel uncomfortable...maybe even a little oppressed. Hmm, could the Angular team be racists??? Maybe we should make a separate issue to change the color to black.",0,0,0,1
93,"BlackLivesMatter is not meant to be a racist statement, except you see it like this.",0,0,0,1
1304,Please take your pseudo-intellectual garbage elsewhere,0,0,0,1
263,"I would be tempted to blame legalization for this kind of mishap, but you guys have always sucked at software!",0,0,0,1
677,There is no need for personal insults or caps.,0,0,0,1
1312,"You guys seriously don't see what this guy is doing? He's trying to push his ESLint config as a ""standard"" and monetize it.",0,0,0,1
488,"You shield yourself in the code of conduct and go OMG, how could people dare telling me that I'm wrong?",0,0,0,1
392,"99% of what you wrote translates into excuses to not even attempt to change anything because something could break while at the same time you are totally disregarding that it has already been broken for us, hence the bug reports.",0,0,0,1
236,"Clearly there's complexity in auth in general and within IS, and let's not pretend otherwise.",0,0,0,1
515,"Are you a ""I am the greatest dev alive"" guy?",0,0,0,1
1142,"One time a random person told me to “git good” and since then, “git” is extremely offensive to me.",0,0,0,1
399,"At the risk of getting banned from commenting on this and every other Microsoft repo I am going to call you out on your bullshit -- you, Sir, are full of it and presenting rational arguments to you is a colossal waste of time.",0,0,0,1
238,"Some of you were hopping over the line, some of you hopped over it, sprinted in the wrong direction and then threw things from 2.7 miles past the line.",0,0,0,1
179,There is a bug here and posting that this is fixed is misleading.,0,0,0,1
158,Are you ever grateful to receive bug reports about your project?,0,0,0,1
995,so to use it i need to download huge amounts of not needed data and applications? That not how the Linux works.,0,0,0,1
752,I will not participate in a dictatorship as you're too dumb on the matter to be my leader.,0,0,0,1
1038,rooting for you @filmgirl 🎉,0,0,0,1
714,"I have no idea what you are so angry about, just chill man.",0,0,0,1
1268,First i took your suggestions as correct and thought through. And just followed them. An then had to undo it all.,0,0,0,1
1305,"Not letting your inner two year old rule you does not mean he is not present.  His complaints are predictable, and those who are voicing complaints from him are not needed.",0,0,0,1
958,"Shortly, it's THE WORST system MS made (after Millenium).",0,0,0,1
1037,You got my support on this @filmgirl.,0,0,0,1
256,It's why your own developers are using MacBook Pros for development.,0,0,0,1
1065,bitch needs a slap,0,0,0,1
1059,So feels like it is the other way around to me. 🤷‍♂,0,0,0,1
456,"However, it would be wildly unreasonable to expect @ChainReactive to sacrifice himself like you do.",0,0,0,1
104,Funny how the first comment is being sarcastic about [the master branch],0,0,0,1
1042,This needs a kickstarter campaign,0,0,0,1
703,You are not the center of the universe.,0,0,0,1
185,Honest question: does anybody read what I've been posting about this issue?,0,0,0,1
636,You equate me not having much experience with JSX and me not knowing how it works at all?,0,0,0,1
741,"Go linters complain when exported variables or constants are not documented (despite them being obvious in many cases), yet when core developers make major changes to go, they keep the old documentation, and don't even bother making it up-to-date.",0,0,0,1
1308,What an awful and misleading name for a eslint config.,0,0,0,1
801,still some daemon shit WTF ???,0,0,0,1
5,Your issue doesn't contain a single bit of useful information anybody could act on.,0,0,0,1
1131,Dark theme is basically a blackface of white editors.,0,0,0,1
542,"Please look at this, because @raver119 is still angry I said C wasn't a good language.",0,0,0,1
614,"Ultimately the priorities of the flutter dev team are set by business stakeholders, I think.",0,0,0,1
715,What a classic example of elitism and douchebaggery.,0,0,0,1
252,"If I sound harsh, it's because I am sick and tired of Microsoft releasing half-baked products that don't work as expected.",0,0,0,1
176,Why atom team don't like to fix this issue?,0,0,0,1
772,i am from india my name is ramjeet widevin is shit .!!,0,0,0,1
783,And here I'd thought that Google workers were above mansplaining.  Stupid me,0,0,0,1
595,"i cant even imagine a meeting to present the product:
""Here we have a new tool that will allow developers to set constants remotelly, helping with A/B tests and allowing the developer to change apps behavior without re-deploy.",0,0,0,1
742,"It was a neutral-tone, you might have never actually attached or imagined negative connotations to it if it weren't for me saying ""excuse me for my tone"", which I have only said because I know how often people imagine hostility where there is none. :relaxed:",0,0,0,1
83,Yeah @thetric don't cry in silence and show us your strong arguments against my point,0,0,0,1
1016,Microsoft once again doesn't fail to disappoint.,0,0,0,1
721,"If you want to prove your ideas, invest in them because words are free.",0,0,0,1
239,"In any case, this is not the venue to discuss Duende's pricing, what open source means, and whether Microsoft should produce everything and kill off the .NET open source ecosystem in the process.",0,0,0,1
763,"I mean cmon guys, is this a joke? 2FA without a feature to lock the screen from people?",0,0,0,1
882,You have disagreement but no reason. That's personal.,0,0,0,1
910,"If you're looking for ""rancorous sniping and harmful drama"" you might try using a mirror.",0,0,0,1
615,Unprofessional for Flutter team to have this issue for more than 1 year.,0,0,0,1
1315,"If you aren't willing to contribute your code or your ideas to open source and aren't willing to contribute to projects monetarily, you should consider tempering your views.",0,0,0,1
293,annoying' was not part of the decision making process.,0,0,0,1
1145,"I think it is necessary to **remove** this ""Terminal"" word, as it can really offend someone's feelings in some country at some time.",0,0,0,1
1358,It literally takes less than 30 minutes to learn git. That's no excuse.,0,0,0,1
700,@akien-mga and other contributors.. get your shit together,0,0,0,1
309,You find the comparison between a city in Hawaii and MauiKit ridiculous just like I find your comparison between an the Maui abbreviation and MauiKit ridiculous,0,0,0,1
352,"yes, this was half sarcasm, half serious comment. I think you can figure out which half's which.",0,0,0,1
914,Oh Jesus nevermind -- I'm an idiot I guess :joy: -- apologies @SRGOM :),0,0,0,1
928,"Good recommendation, but the ""you'll sound like Yoda"" is too informal for a disclaimer.",0,0,0,1
1321,If people started paying for packages then they would be a lot more careful about the crap they select.,0,0,0,1
197,"I do think that while delivered in a dictatorial manner, @neilpanchal's comment is worth discussing more.",0,0,0,1
492,Instead of an answer I've got some gibberish that tries to pass as code review or whatever that is supposed to be.,0,0,0,1
596,You just told me that if someone has an app in both architectures and want to use the default values THIS PERSON MUST DEFINE EVERY FIELD 3 TIMES... does it sound smart?,0,0,0,1
872,This isn't how we have technical disagreements. No amount of technical correctness can make up for treating other people poorly; please don't repeat that behavior.,0,0,0,1
1261,"You can do that, but don't blame the software then.",0,0,0,1
299,"I've seen you get upset
and belligerent before when a proposal didn't go the way you wanted - it's
getting old.",0,0,0,1
758,"you should want to know about all of these people’s feedback, especially when it’s them screaming in paper cut agony.",0,0,0,1
1174,A thumbs down isn't enough on this one. There's zero tolerance for backwater attitude @mahen23. Reporting.,0,0,0,1
1179,"Have you considered simply reporting the issue, without any of the assholery?",0,0,0,1
516,because if you even pause for a second to contemplate yes to any of those things you have a very rude awakening coming.,0,0,0,1
463,It's so unbelievably annoying!,0,0,0,1
770,Just PLEASE STOP.,0,0,0,1
1019,I _don’t_ appreciate you expressing it by heaping it on top of everybody I work with.,0,0,0,1
1184,I find it extremely frustrating using terminal as a REPL.,0,0,0,1
480,"Well, I consider his behavior to show a lack of respect for other's people work and time.",0,0,0,1
1198,It's pretty useless to complain about someone not looking without pointing them in the right direction.,0,0,0,1
1041,"I can't believe it hasn't already been implemented, this is a must have feature.",0,0,0,1
989,"And also polite mean to make installation for users, and not throwing in their faces some code and say ""do whatever you want with it"".",0,0,0,1
1167,Get back the Santa icon you morons,0,0,0,1
1003,did you perhaps recognise the truth of what I wrote and felt defensive?,0,0,0,1
646,"what's fuck google do? flutter is yours,golang is yours, why can't they live together?",0,0,0,1
746,"Brian should argue his case from a position of hands on, mature knowledge rather than having us collect that for him and demanding his proposal be accepted unmodified and that none of us is in a better position than to test and evaluate the suitability of including the proposal of porting `canonicalize` unmodified into the go standard library for Windows than he himself and the company he works for.",0,0,0,1
1303,Calling people triggered whining two-year olds doesn't contribute to this discussion constructively.,0,0,0,1
1143,Please remove Python compatibility I'm scared of snakes.,0,0,0,1
337,"It is unethical, you are don't have any arguments?",0,0,0,1
590,I do not think that looking for help in other contributors was inappropriate in that case as you clearly didn't want to take care of this issue.,0,0,0,1
284,"But not only there are no further explanation, you just demand people voice's to be drained into gitter and discord instead of the issue topic itself.",0,0,0,1
312,How is having two product with the same name and same basic scope (multi platform framework) a non issue?,0,0,0,1
655,"don't be stupid, it's a bug",0,0,0,1
286,But now you just don't want discussion to be under the issue and we don't have reason why it changed,0,0,0,1
937,you guys are worried about what data the calculator is collecting? what about the rest of windows lol,0,0,0,1
1046,"This explains a lot and why microsoft made ton of bad decisions recently, maybe the people at the top are delusional?",0,0,0,1
908,"do you really want transparency, or are you looking for a fight?",0,0,0,1
282,"But then the argument and debate must go into the gutter like chat channel to make it easier to forget, that's all reasoning I could understand about why we need to go there, the team just don't want to listen or even have clear evidence that people appeared to go against your decision (I might be overthinking things but this was one technique a dictator would used to suppress opinion of people)",0,0,0,1
889,it's really hard for me to sit back and ignore what these companies are doing with my code.,0,0,0,1
901,"The irony is I 100% agree with your politics, but this is not the place to express them.",0,0,0,1
683,"No, I don't think spending some personal time investigating a problem you have with a software you got from me for free is ""rude"".",0,0,0,1
49,"That sentence reads as a euphemism for ""that girl is stupid"". Again: Not. Welcoming.",0,0,0,1
838,"The maintainers of the project are using a dependency that is buggy, they should take care of this",0,0,0,1
1196,Threatening to coremods shit because you haven't spent 10 mins looking into other solutions is not the way to get things added to forge.,0,0,0,1
736,"Here, renamed, be happy.",0,0,0,1
890,It says nothing about people giving money to e.g. Microsoft or using Microsoft products.,0,0,0,1
774,You - the person creating this issue @microsoftceo2 is shit btw,0,0,0,1
232,"What an idi0t, not ok, just because he dont agree with someone else view.",0,0,0,1
757,you should be working to find the screams because it takes tons of effort for us to get the screams close to you.,0,0,0,1
927,you're getting a little extreme.,0,0,0,1
1229,This is getting silly already. No way it makes any sense.,0,0,0,1
627,"You guys are suffering from NIH syndrome (Not-invented-here). ""Good artists copy; great artists steal"", mediocre artists, well, behave like you.",0,0,0,1
465,"It is a ""minor issue"" in that it'd be easy for them to fix, although the choose not to.  It's not a ""minor issue"" in that it is indeed super annoying.",0,0,0,1
1040,Knowing that this is possible my life will not be the same without it,0,0,0,1
1012,"This is a delightful vignette about why we have rebindable key actions, and why we don't want to be prescriptive with user experience where ""terminal input"" is concerned.",0,0,0,1
1140,I'm extremely offended by the fact that because of religious beliefs @Mikotochan 's only life pleasure has been taken away.,0,0,0,1
612,I wonder why neither my proposal of shipping MSL nor the proposal of an optimisation run got a response from anyone from the team.,0,0,0,1
127,"Simply stupid. There's no other way to put it. Stupid, like all this progressive shit destroying everything it touches.",0,0,0,1
1022,"""Hey, I've detected that you've made a change in the config. I'm about to undo all your work and confuse the hell out of you, Would you like me to continue?""",0,0,0,1
1194,Save your energy. Lex has rejected this again and again.,0,0,0,1
363,"You are merely trying to cast a shadow on other, truly open source projects.",0,0,0,1
740,"I cannot control how other people feel about me, and what emotions they attach to my statements.",0,0,0,1
1074,Your tone is derogatory.,0,0,0,1
1309,Not when that feedback is 100% predicable because it's nothing but our inner two year old being triggered to whine when everything doesn't go 100% his or her way.,0,0,0,1
828,This was last discussed more than five years ago and should be discussed again.,0,0,0,1
1189,I think it's quite stubborn to say you know what your users want.,0,0,0,1
1276,"I am a scikit-learn newbie and have just have spent a frustrating time going thought the docs, and I can't find anywhere how to read my own data (and not a prepared toy dataset), and what the python format of data is.",0,0,0,1
437,It's open for God knows for how long just like this one.,0,0,0,1
685,Too bad that you do not consider this rude,0,0,0,1
1082,Just say so and stop pretending that any of the .Net Native compiler problems will actually be addressed.,0,0,0,1
361,"Yes, I am opening a new one because fuck you Microsoft.",0,0,0,1
441,The people who's job it is to improve Visual Studio's user experience would be better equipped to fix this.,0,0,0,1
111,Everyone here will be called a white supremacist antiblack antiasian antilgtbteq1324 and risking to be banned from the repo.,0,0,0,1
96,"So you need fix it in you county, and do not force your problems to all world!",0,0,0,1
1021,How about ASKING THE USER? Did that ever cross your mind?,0,0,0,1
946,"If you don't like my demand, delete it.",0,0,0,1
1359,"When looking for information about Vim, the place to look is
always the built-in help. Not Google, not the manpages, not the github
metadata, just the help. In this case: :help credits",0,0,0,1
1161,I think you must apologize to these people and @egamma must do it too.,0,0,0,1
1185,"TBH, you really can't force down the throat of what tastes bland.",0,0,0,1
35,Why It's not working? >:E There is no objective reasons for that.,0,0,0,1
168,"That make no sense, why you make efforts to a open source, because you love it. when you love it, why not keep it the best.",0,0,0,1
814,"In fact, you should probably not use any open source software, as the type of comment you left above are one of the major reasons why application developers give up on open source.",0,0,0,1
1200,Going off on someone because you assume they haven't searched for other solutions makes you look like a dick.,0,0,0,1
900,the second best thing is everyone moving to a fork of the project without a politician having any control.,0,0,0,1
412,"This misbehavior on tabs was reported shortly after the release of the VS2015 version, multiple times, by different people.",0,0,0,1
1148,Oh my god! Man! It's something that I wish for the years! Christmas miracle literally exists!,0,0,0,1
525,**I ask kindly post something informative and factual or just stop trolling.**,0,0,0,1
1120,"Got as far as to feel the joy of my parents being alive, but then a snowflake got in the way and I got offended.",0,0,0,1
29,**angular team doesn't care about users feedback at all**,0,0,0,1
474,"Because it was completely inappropriate. Telling other contributors to not comment because ""you have no clue what you're talking about"" is toxic behavior.",0,0,0,1
1114,"We must remove the hat, all mentions of the hat, all mentions of removing the mentions of the hat and so on, just to be sure.",0,0,0,1
91,"This long reply is to show that I'm not just an angry fool, lot of people is fed up with it and it actually is an half baked crippled tool",0,0,0,1
130,Running into this issue again and it sucks.,0,0,0,1
19,The topic here has just been a bunch of bitching where I have found success in the CLI and lazy loading.,0,0,0,1
511,"Aww.. Here, have a beer on me: :beer:",0,0,0,1
632,Obviously you didn't take my hint on length to heart but don't come to conclusions about my character because you don't know me at all.,0,0,0,1
1124,"In addition, it reminds me of black people lurking around.",0,0,0,1
297,This isn't your language.,0,0,0,1
315,"By the way, is it seriously necessary to mention that when there's an obvious name conflict with some other free software project in the exactly same domain (UI toolkit)?",0,0,0,1
1238,I don't appreciate trying to have the last word on this argument after I told you I don't wish to debate it.,0,0,0,1
71,Why you even do double way binding if works half the needed cases?,0,0,0,1
1227,You suck at it.,0,0,0,1
247,I suspect your whiteboarding hiring technique is ineffective and counterproductive.,0,0,0,1
1153,"it seems like kernel trauma, it has befriended santa and now microsoft crushed its dreams",0,0,0,1
1105,"Some guy in Microsoft HQ is sweating right now.

Although this is 100% deserved.",0,0,0,1
1317,YOU choose to spend your time on this project.,0,0,0,1
720,"If you want a revolution, begin with it yourself.",0,0,0,1
1093,"This is a serious discussion about the terror that is snow flakes and how it terrorises a lot of people everyday, even more now with the new VS Code update.",0,0,0,1
98,"Nothing more cringey than tech framework sites posting about politics, even if you agree with the sentiment.",0,0,0,1
1080,It may be a PITA to have .Net Native issues surfaced this way.,0,0,0,1
871,"I don't care about which PR will be merged finally, but I do care about the most reasonable solution for this problem.",0,0,0,1
561,Maybe they would have dropped in to tell us it won't be accepted and not to waste any effort on it?,0,0,0,1
839,That's your responsibility to take care of things that don't work as expected in the dependencies of your project.,0,0,0,1
1336,"I know that @husligc also see people having this issues daily and even he has it, it's funny you guys dont think that is a huge problem..",0,0,0,1
782,It's no wonder that even Google's own engineers could care less about the company's style guides.,0,0,0,1
1130,PC?! What if I'm a mac-user?!,0,0,0,1
550,Whoever came up with this idea clearly doesn't understand why ESLint was created in the first place.,0,0,0,1
962,"you are entitled to believe what you like, but Windows 7 is coming to an end, and if you do not wish to remain a Windows user, there is macOS and various forms of Linux, for you to choose from.",0,0,0,1
497,"If you want other people to learn, you need to give them more information beyond ""you're wrong"".",0,0,0,1
1170,XDDDDD careful. microsoft now owns github too and they also take direct orders from jerusalem. your account will be vanished in no time. their petty feelings are way above yours so hush now,0,0,0,1
993,Some people shouldn't act like a ass just because they think different.,0,0,0,1
924,"And even if you do feel there is responsibility, you should not be so rude.",0,0,0,1
1115,"That's way too rational, a guy was extremely offended, please have some consideration!",0,0,0,1
911,"Explain how me, the person who made the decision, not employed by Microsoft, was secretly paid by Microsoft to ruin open source. Should be an amusing story.",0,0,0,1
359,"The reality is I highly doubt anybody heard of MauiKit, and frankly nobody cares.",0,0,0,1
